"age","job","marital","education","default_credit","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","term_deposit_subscribed"
"Workforce","management","married","tertiary","no",-0.394139276274234,"no","no","cellular",-0.584842062414115,"aug",-0.126691287727261,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","secondary","no",-0.283299033693012,"no","no","cellular",-1.06708970425336,"jul",-0.496071950770562,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","divorced","tertiary","no",-0.424670121536127,"yes","no","cellular",1.70583423632232,"jul",-0.426084035667621,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","married","tertiary","no",-0.334073156791596,"yes","no","cellular",0.138529400344759,"jul",2.17513347565836,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Retired","retired","married","unknown","no",0.196234351126945,"no","no","telephone",-1.4287754356328,"dec",1.73576489751212,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Youth","blue-collar","married","secondary","no",-0.447568255482547,"yes","no","unknown",1.58527232586251,"jul",0.281571550373229,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","secondary","no",-0.302546740488553,"yes","no","cellular",-1.66989925655243,"feb",-0.46885442823053,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","services","married","unknown","no",-0.242480621005915,"no","no","cellular",-0.464280151954303,"aug",0.133819285155909,-0.572870169793238,0.652559885120422,0.162786450436281,"success","yes"
"Youth","blue-collar","single","secondary","no",-0.352657149559705,"yes","no","cellular",0.259091310804572,"may",1.57245976227192,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","retired","divorced","secondary","no",-0.499669806635996,"no","yes","unknown",0.861900863103634,"jul",-0.601053823424974,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","entrepreneur","married","secondary","yes",-0.442590400276804,"yes","no","cellular",-0.705403972873928,"jul",-0.534954125827752,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","secondary","no",0.300437453433842,"no","no","telephone",-1.66989925655243,"feb",-0.0994737651872286,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","tertiary","no",1.09523500128422,"yes","no","cellular",0.379653221264384,"nov",0.0716078050644056,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","divorced","tertiary","no",-0.442590400276804,"no","no","cellular",1.4647104154027,"aug",-0.709923913585105,0.731913393174539,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","single","tertiary","no",0.826762677187788,"yes","no","cellular",0.982462773563446,"sep",-0.103361982692948,-0.246674279051293,3.73342937033186,0.547477073325948,"success","yes"
"Workforce","self-employed","married","primary","no",-0.417037410220654,"yes","no","unknown",-0.34371824149449,"may",-0.647712433493602,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","single","primary","no",-0.261396470787741,"yes","no","cellular",0.138529400344759,"apr",-0.663265303516478,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Retired","technician","single","primary","no",3.28980543298967,"no","no","cellular",1.22358659448307,"aug",0.250465810327478,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Workforce","technician","married","secondary","no",-0.532855508007619,"no","no","cellular",-0.946527793793552,"jul",-0.912111223882491,7.58202709875537,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","housemaid","married","primary","no",-0.303542311529702,"yes","yes","unknown",0.259091310804572,"jun",0.0521667175358108,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","primary","no",-0.315489164023487,"yes","no","cellular",-0.34371824149449,"may",1.77853529007503,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Workforce","admin.","married","secondary","no",0.981739902593269,"no","no","unknown",0.0179674898849468,"jun",-0.663265303516478,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","housemaid","married","primary","no",-0.447568255482547,"no","no","cellular",0.259091310804572,"aug",-0.752694306148014,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Retired","technician","married","unknown","no",1.12111984835409,"yes","no","telephone",1.4647104154027,"jan",-0.694371043562229,0.405717502432595,0.511142925143503,1.31685831910528,"unknown","no"
"Youth","blue-collar","single","secondary","no",0.992359327032188,"yes","yes","cellular",1.34414850494288,"may",-0.709923913585105,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Retired","management","married","tertiary","no",-0.447568255482547,"no","no","cellular",-1.06708970425336,"aug",0.553746775773556,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Youth","admin.","single","tertiary","no",-0.148233229110505,"yes","no","cellular",0.259091310804572,"may",-0.811017568733798,1.38430517465843,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","unemployed","married","tertiary","no",1.14833212347882,"yes","no","cellular",0.620777042184009,"nov",-0.138355940244418,-0.246674279051293,1.48085922212809,0.932167696215616,"unknown","no"
"Youth","technician","married","secondary","no",-0.425665692577276,"no","yes","cellular",-1.30821352517299,"aug",-0.0761444601529149,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","unemployed","married","secondary","yes",-0.446904541455115,"yes","no","unknown",-0.34371824149449,"may",-0.313325728001771,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","married","tertiary","no",0.0117218515007193,"yes","no","cellular",1.70583423632232,"jan",-0.216120290358797,-0.246674279051293,-0.377763680425697,0.932167696215616,"unknown","no"
"Youth","admin.","single","tertiary","no",-0.444913399372817,"no","yes","cellular",-1.66989925655243,"mar",-0.589389170907817,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","single","secondary","no",1.3564064710789,"yes","no","unknown",0.500215131724197,"may",0.717051911013753,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","secondary","no",0.416255551220807,"yes","yes","cellular",-1.06708970425336,"aug",-0.0916973301757907,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","divorced","secondary","no",0.175659216276538,"yes","no","cellular",0.138529400344759,"nov",-0.153908810267294,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","married","tertiary","no",-0.426993120632141,"no","no","cellular",-1.06708970425336,"aug",-0.348319685553242,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","secondary","no",0.0751065411205198,"no","no","cellular",0.138529400344759,"nov",0.57707608080787,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","single","tertiary","no",0.348556720422696,"yes","no","unknown",-1.54933734609261,"jun",-0.255002465415987,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","secondary","no",-0.305533453612,"yes","no","unknown",1.70583423632232,"may",-0.410531165644745,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","services","married","unknown","no",-0.521904226554984,"no","no","unknown",0.259091310804572,"jun",0.285459767878948,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","retired","married","primary","no",-0.251108903362537,"no","yes","cellular",1.4647104154027,"jul",-0.667153521022196,0.731913393174539,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","divorced","tertiary","no",-0.504979518855456,"no","yes","cellular",0.259091310804572,"aug",-0.54273056083919,1.38430517465843,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","unemployed","married","primary","no",-0.46847524734667,"yes","no","unknown",0.500215131724197,"may",1.54913045723761,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","divorced","secondary","no",-0.790708407665132,"yes","yes","cellular",-1.06708970425336,"may",-0.247226030404549,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","divorced","tertiary","no",-0.271684038212944,"yes","no","cellular",1.58527232586251,"jan",-0.496071950770562,-0.572870169793238,0.884887747939645,0.932167696215616,"failure","no"
"Retired","retired","married","primary","no",2.13461116824346,"no","no","cellular",-1.54933734609261,"jul",-0.142244157750137,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","services","married","secondary","no",-0.122016525026923,"no","no","cellular",-1.06708970425336,"jul",1.64633589488058,-0.246674279051293,3.50110150751263,0.162786450436281,"success","yes"
"Youth","blue-collar","single","secondary","no",-0.315489164023487,"yes","no","cellular",0.500215131724197,"apr",-0.235561377887392,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Retired","retired","divorced","primary","no",-0.441594829235655,"no","no","cellular",0.982462773563446,"apr",-0.142244157750137,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","retired","married","secondary","no",0.0379385555843017,"yes","no","unknown",0.379653221264384,"jun",0.72871656353091,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","secondary","no",-0.446904541455115,"yes","no","cellular",-1.06708970425336,"may",-0.138355940244418,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","married","secondary","no",0.296455169269247,"no","no","cellular",0.138529400344759,"nov",-0.344431468047523,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","single","secondary","no",-0.447568255482547,"yes","no","cellular",0.0179674898849468,"oct",0.0949371100987193,-0.572870169793238,1.26873378216271,0.932167696215616,"failure","no"
"Workforce","management","married","secondary","no",0.57986105898291,"yes","no","cellular",0.982462773563446,"jul",0.0560549350415297,1.05810928391648,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","married","secondary","no",-0.337723583942474,"yes","no","unknown",0.138529400344759,"jun",-0.554395213356347,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","retired","married","primary","no",2.18671271939691,"no","no","unknown",0.138529400344759,"jun",-0.488295515759124,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","admin.","single","secondary","no",-0.316484735064635,"yes","no","unknown",-0.464280151954303,"may",-0.636047780976445,1.71050106540037,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","technician","single","secondary","no",-0.251440760376254,"yes","yes","cellular",-0.102594420574866,"may",-0.95099339893968,0.731913393174539,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","primary","no",0.32267187335283,"no","no","cellular",1.34414850494288,"aug",-0.157797027773013,1.38430517465843,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","admin.","married","secondary","no",-0.447568255482547,"yes","yes","cellular",-0.82596588333374,"jul",-0.511624820793438,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","services","single","primary","no",-0.388165850027342,"yes","yes","cellular",1.4647104154027,"jul",0.289347985384667,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","secondary","no",-0.44026740118079,"no","no","cellular",-1.06708970425336,"jul",0.0832724575815624,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","unemployed","married","secondary","no",-0.447568255482547,"no","no","cellular",-1.30821352517299,"may",0.542082123256399,-0.246674279051293,1.26873378216271,1.31685831910528,"failure","no"
"Youth","management","married","tertiary","no",-0.447568255482547,"yes","yes","cellular",-0.223156331034678,"may",-0.682706391045072,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Retired","retired","married","primary","no",0.624329898820886,"no","no","cellular",-0.584842062414115,"jan",0.161036807695942,-0.246674279051293,0.0868920452127486,0.162786450436281,"failure","no"
"Workforce","management","married","tertiary","no",-0.447568255482547,"yes","no","cellular",0.259091310804572,"nov",2.48230265861016,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Youth","housemaid","married","primary","no",0.000106856020651165,"yes","no","cellular",-1.06708970425336,"aug",-0.492183733264843,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","tertiary","no",-0.254095616485983,"no","no","cellular",0.138529400344759,"nov",-0.126691287727261,-0.572870169793238,1.46065679927424,1.31685831910528,"success","yes"
"Youth","services","married","secondary","no",-0.0148267095965793,"no","no","cellular",1.70583423632232,"jan",0.561523210784994,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","entrepreneur","single","secondary","no",0.152429225316402,"no","no","cellular",0.379653221264384,"nov",-0.678818173539353,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","single","tertiary","no",0.334618725846614,"yes","no","cellular",0.500215131724197,"apr",-0.756582523653733,0.0795216116906509,2.35966461627036,0.162786450436281,"failure","no"
"Youth","services","married","secondary","no",-0.214272774840035,"no","no","cellular",0.138529400344759,"apr",0.0910488925930003,-0.246674279051293,1.11721561075887,0.547477073325948,"failure","no"
"Youth","management","single","tertiary","no",-0.447568255482547,"yes","no","unknown",1.70583423632232,"may",-0.134467722738699,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","tertiary","no",-0.325113017421257,"no","no","cellular",-0.946527793793552,"aug",-0.713812131090824,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","tertiary","no",-0.447568255482547,"no","no","cellular",1.10302468402326,"nov",-0.593277388413536,-0.572870169793238,1.67278223923962,0.547477073325948,"unknown","no"
"Youth","services","single","secondary","no",-0.181750787495845,"no","no","cellular",-1.30821352517299,"jun",-0.0139329800614115,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Youth","student","single","unknown","no",-0.288608745912472,"no","no","cellular",-0.584842062414115,"sep",-0.39109007811615,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","single","tertiary","no",-0.447568255482547,"no","no","cellular",1.4647104154027,"aug",-0.954881616445399,4.64626408207787,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","married","secondary","no",-0.632080755108773,"yes","no","cellular",0.379653221264384,"nov",-0.612718475942131,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",1.01227074785516,"yes","no","telephone",1.82639614678213,"jul",-0.737141436125138,1.71050106540037,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","tertiary","no",-0.624779900807016,"yes","no","cellular",-1.4287754356328,"feb",-0.919887658893929,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","single","tertiary","no",-0.325444874434974,"yes","no","unknown",0.861900863103634,"may",-0.383313643104713,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","tertiary","no",-0.447568255482547,"no","yes","cellular",1.58527232586251,"jul",-0.503848385782,1.05810928391648,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","single","tertiary","yes",-0.580642917982757,"yes","no","cellular",0.379653221264384,"aug",0.0599431525472487,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","married","primary","no",0.28649945885776,"yes","no","cellular",-0.223156331034678,"may",0.238801157810321,-0.246674279051293,3.16776153042418,1.31685831910528,"unknown","no"
"Workforce","management","married","tertiary","no",-0.378873853643287,"yes","no","unknown",-1.30821352517299,"may",-0.853787961296707,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","technician","single","secondary","no",-0.412723269042343,"yes","no","cellular",0.138529400344759,"nov",0.172701460213098,-0.572870169793238,1.58187133639731,0.547477073325948,"failure","no"
"Youth","blue-collar","single","primary","no",-0.435621402988763,"yes","no","cellular",0.500215131724197,"nov",0.122154632638752,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","primary","no",-0.226883341361252,"no","no","cellular",1.70583423632232,"jan",-0.659377086010759,0.405717502432595,1.9758185820473,0.547477073325948,"failure","no"
"Workforce","management","married","tertiary","no",3.41856595431157,"yes","no","cellular",0.138529400344759,"nov",-0.818794003745236,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","secondary","no",-0.357635004765448,"no","no","cellular",-1.06708970425336,"apr",-0.772135393676608,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","secondary","no",-0.571019064584986,"yes","no","unknown",-1.30821352517299,"may",-0.336655033036085,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","married","primary","no",-0.34336515317565,"yes","yes","cellular",1.70583423632232,"jan",-0.585500953402098,-0.246674279051293,-0.377763680425697,1.70154894199495,"unknown","no"
"Youth","technician","single","tertiary","no",0.200880349318972,"yes","yes","unknown",1.34414850494288,"may",-0.702147478573667,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","secondary","no",-0.21294534678517,"yes","no","cellular",0.259091310804572,"may",-0.80324113372236,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","secondary","no",-0.447568255482547,"no","no","cellular",-0.705403972873928,"nov",-0.177238115301608,-0.572870169793238,1.52126406783578,0.162786450436281,"unknown","yes"
"Workforce","blue-collar","married","secondary","no",-0.256418615581997,"yes","no","cellular",-0.946527793793552,"may",-0.181126332807327,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","admin.","married","secondary","no",-0.304869739584567,"yes","no","cellular",0.620777042184009,"jul",-0.686594608550791,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","married","tertiary","no",-0.233188624621861,"no","no","cellular",-0.464280151954303,"aug",-0.620494910953569,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","divorced","secondary","no",0.398667129493847,"yes","no","unknown",-1.66989925655243,"jun",0.643175778405092,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","technician","married","secondary","no",-0.332082014709298,"yes","no","cellular",-1.06708970425336,"may",0.0171727599843401,-0.246674279051293,2.57179005623574,0.162786450436281,"success","no"
"Workforce","blue-collar","married","secondary","no",-0.315489164023487,"yes","yes","cellular",-1.18765161471318,"aug",-0.507736603287719,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","single","tertiary","no",1.8634839880373,"no","no","cellular",0.379653221264384,"nov",-0.138355940244418,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","admin.","married","primary","no",-0.244803620101929,"no","yes","cellular",0.138529400344759,"nov",0.888133481265387,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","unknown","married","unknown","no",0.384729134917765,"no","no","unknown",0.500215131724197,"jun",-0.873229048825301,1.71050106540037,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","secondary","no",-0.270024753144363,"yes","no","unknown",-1.66989925655243,"jun",0.394329858039079,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","single","tertiary","no",0.0541995492563972,"no","yes","cellular",-0.223156331034678,"aug",-0.488295515759124,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","unemployed","married","tertiary","no",-0.387502135999909,"yes","no","cellular",-1.66989925655243,"feb",-0.577724518390661,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","married","secondary","no",-0.251440760376254,"no","no","telephone",1.58527232586251,"aug",-0.69048282605651,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","services","married","secondary","no",-0.447568255482547,"no","no","cellular",-0.82596588333374,"jul",-0.507736603287719,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","technician","single","secondary","no",-0.447568255482547,"no","no","cellular",1.58527232586251,"aug",-0.394978295621869,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","housemaid","single","unknown","no",1.00530175056712,"no","no","unknown",-0.82596588333374,"jun",0.456541338130582,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","admin.","single","secondary","no",-0.210954204702873,"no","no","cellular",-1.30821352517299,"feb",-0.523289473310595,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","primary","no",-0.223232914210374,"yes","no","unknown",1.70583423632232,"may",-0.398866513127588,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","technician","single","tertiary","no",-0.447568255482547,"no","no","cellular",-0.223156331034678,"jan",-0.278331770450301,1.38430517465843,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Workforce","blue-collar","married","secondary","no",-0.520908655513835,"yes","yes","unknown",-1.54933734609261,"jun",-0.344431468047523,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","secondary","no",-0.00188428606164623,"yes","yes","cellular",1.10302468402326,"jul",-0.185014550313046,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","married","tertiary","no",0.34026029507979,"yes","yes","cellular",0.500215131724197,"jul",-0.328878598024647,-0.246674279051293,1.77379435350885,2.08623956488462,"unknown","no"
"Workforce","management","married","tertiary","no",0.0157041356653141,"no","no","cellular",1.10302468402326,"aug",1.83685855266081,1.05810928391648,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Youth","blue-collar","single","secondary","no",-0.338719154983623,"yes","no","unknown",-0.82596588333374,"may",-0.453301558207654,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","divorced","primary","no",-0.573673920694716,"yes","no","unknown",1.22358659448307,"may",-0.301661075484614,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","services","married","secondary","no",-0.447568255482547,"yes","no","cellular",-1.66989925655243,"apr",-0.437748688184778,-0.572870169793238,2.29905734770883,0.162786450436281,"failure","no"
"Youth","technician","single","secondary","no",0.458069534949053,"yes","no","cellular",0.259091310804572,"nov",2.24123317325558,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","yes"
"Youth","management","single","tertiary","no",-0.379869424684436,"yes","no","unknown",1.34414850494288,"may",-0.0450387201071632,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","admin.","single","secondary","no",-0.347015580326529,"no","no","cellular",0.982462773563446,"sep",-0.332766815530366,-0.246674279051293,1.52126406783578,3.62500205644329,"unknown","yes"
"Youth","blue-collar","married","secondary","no",-0.338719154983623,"yes","no","telephone",1.70583423632232,"jul",-0.165573462784451,2.03669695614232,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","single","tertiary","no",-0.401771987589707,"yes","no","cellular",0.259091310804572,"may",-0.262778900427425,0.731913393174539,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","student","single","tertiary","no",1.45762286026235,"no","no","cellular",1.10302468402326,"may",0.266018680350353,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","secondary","no",-0.287281317857607,"yes","no","cellular",-1.54933734609261,"feb",0.114378197627314,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","management","married","tertiary","no",-0.342037725120785,"yes","no","cellular",0.259091310804572,"may",4.57027545918124,-0.246674279051293,3.19806516470495,1.31685831910528,"failure","no"
"Workforce","technician","married","secondary","no",-0.447568255482547,"no","no","cellular",1.22358659448307,"aug",-0.752694306148014,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","secondary","no",-0.389825135095923,"yes","no","cellular",-0.946527793793552,"may",-0.394978295621869,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","divorced","secondary","no",-0.321462590270379,"yes","no","unknown",0.0179674898849468,"may",0.0366138475129349,1.05810928391648,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","management","married","tertiary","no",-0.340046583038488,"no","no","cellular",-0.34371824149449,"aug",-0.00226832754425465,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","technician","single","secondary","no",-0.444913399372817,"no","no","unknown",-0.34371824149449,"may",-0.433860470679059,-0.572870169793238,-0.408067314706465,-0.221904172453387,"unknown","no"
"Youth","blue-collar","single","secondary","no",-0.524227225650997,"yes","no","cellular",-0.34371824149449,"may",-0.970434486468275,1.71050106540037,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","housemaid","married","primary","no",-0.321794447284095,"no","no","cellular",0.138529400344759,"jul",0.557634993279275,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","blue-collar","married","primary","no",-0.280976034596998,"yes","no","unknown",-0.223156331034678,"may",-0.896558353859615,-0.246674279051293,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","single","secondary","no",-0.227215198374969,"no","no","cellular",0.741338952643821,"aug",0.196030765247412,0.0795216116906509,-0.408067314706465,-0.221904172453387,"unknown","no"
"Workforce","technician","married","tertiary","no",0.586830056270951,"no","no","cellular",0.500215131724197,"nov",-0.834346873768112,-0.246674279051293,1.25863257073579,0.162786450436281,"failure","no"
"Youth","technician","divorced","secondary","no",-0.447568255482547,"no","no","cellular",1.10302468402326,"aug",-0.523289473310595,0.405717502432595,-0.408067314706465,-0.221904172453387,"unknown","no"
